pred_date,target_date,split,n_positions,mean_conf_direction,gross_return_pct,transaction_cost_pct,net_return_pct,daily_net_profit,cumulative_net_profit,equity
2026-05-08,2026-05-11,test,6,0.821588,-0.925117,0.15,-1.075117,-21237.52,954131.24,1954131.24
2026-05-11,2026-05-12,test,12,0.832081,-0.229692,0.15,-0.379692,-7419.67,946711.57,1946711.57
2026-05-12,2026-05-13,test,13,0.83025,0.125646,0.15,-0.024354,-474.1,946237.47,1946237.47
2026-05-13,2026-05-14,test,9,0.81479,0.937433,0.15,0.787433,15325.32,961562.79,1961562.79
2026-05-14,2026-05-15,test,25,0.839476,0.688724,0.15,0.538724,10567.41,972130.2,1972130.2
2026-05-15,2026-05-18,test,1,0.80641,0.0,0.15,-0.15,-2958.2,969172.0,1969172.0
2026-05-18,2026-05-19,test,16,0.818867,0.554106,0.15,0.404106,7957.55,977129.55,1977129.55
2026-05-19,2026-05-20,test,4,0.826219,-0.44415,0.15,-0.59415,-11747.12,965382.44,1965382.44
2026-05-20,2026-05-21,test,22,0.820537,0.908191,0.15,0.758191,14901.35,980283.79,1980283.79
2026-05-21,2026-05-22,test,11,0.820454,0.656827,0.15,0.506827,10036.62,990320.4,1990320.4
2026-05-22,2026-05-25,test,7,0.825733,0.966229,0.15,0.816229,16245.56,1006565.97,2006565.97
2026-05-25,2026-05-26,test,25,0.825084,0.301676,0.15,0.151676,3043.48,1009609.45,2009609.45
2026-05-26,2026-05-27,test,16,0.827376,0.483444,0.15,0.333444,6700.92,1016310.36,2016310.36
2026-05-27,2026-05-29,test,25,0.843051,0.455152,0.15,0.305152,6152.81,1022463.18,2022463.18
2026-05-29,2026-06-01,test,7,0.854721,0.470157,0.15,0.320157,6475.06,1028938.24,2028938.24
2026-06-01,2026-06-02,test,6,0.843138,-0.086167,0.15,-0.236167,-4791.68,1024146.56,2024146.56
2026-06-02,2026-06-03,test,18,0.821118,0.109033,0.15,-0.040967,-829.23,1023317.34,2023317.34
2026-06-03,2026-06-04,test,8,0.833159,-0.17085,0.15,-0.32085,-6491.81,1016825.52,2016825.52
2026-06-04,2026-06-05,test,4,0.838376,0.74175,0.15,0.59175,11934.57,1028760.09,2028760.09
2026-06-05,2026-06-08,test,4,0.843283,-1.205125,0.15,-1.355125,-27492.24,1001267.85,2001267.85
2026-06-08,2026-06-09,test,0,0.0,0.0,0.0,0.0,0.0,1001267.85,2001267.85
2026-06-09,2026-06-10,test,13,0.825703,0.317762,0.15,0.167762,3357.36,1004625.21,2004625.21
2026-06-10,2026-06-11,test,2,0.861644,-0.09115,0.15,-0.24115,-4834.15,999791.06,1999791.06
2026-06-11,2026-06-12,test,4,0.832849,1.45985,0.15,1.30985,26194.26,1025985.32,2025985.32
2026-06-12,2026-06-15,test,15,0.82139,2.171587,0.15,2.021587,40957.05,1066942.37,2066942.37
2026-06-15,2026-06-16,test,11,0.821385,0.523555,0.15,0.373555,7721.16,1074663.52,2074663.52
2026-06-16,2026-06-17,test,5,0.832297,0.38488,0.15,0.23488,4872.97,1079536.49,2079536.49
2026-06-17,2026-06-18,test,19,0.825801,0.440858,0.15,0.290858,6048.5,1085584.99,2085584.99
2026-06-18,2026-06-19,test,13,0.829231,-0.011969,0.15,-0.161969,-3378.01,1082206.98,2082206.98
2026-06-19,2026-06-22,test,4,0.826849,0.4261,0.15,0.2761,5748.97,1087955.96,2087955.96
2026-06-22,2026-06-23,test,3,0.812167,0.097467,0.15,-0.052533,-1096.87,1086859.09,2086859.09
2026-06-23,2026-06-24,test,2,0.8269,0.0546,0.15,-0.0954,-1990.86,1084868.22,2084868.22
2026-06-24,2026-06-25,test,5,0.819344,0.51548,0.15,0.36548,7619.78,1092488.0,2092488.0
2026-06-25,2026-06-29,test,6,0.824793,0.069183,0.15,-0.080817,-1691.08,1090796.92,2090796.92
2026-06-29,2026-06-30,test,5,0.834648,-0.45802,0.15,-0.60802,-12712.46,1078084.46,2078084.46
